ID,Name,Position,Team,Pick,Year,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
487,Mike Williams,WR,Lions,10,2005,296.0,4693.0,949.0,4.9,20.0,7.0,263.0,285.0,505.0,2916.0,19.0,13.0,5.4,142.0,407.0,1777.0,7.0,4.4,92.0,121.0,1000.0,29.0,188.0,26.6,10.1,29.7,2.4,5.2,24.9,1.35,350.0,5401.0,1071.0,5.0,24.0,10.0,320.0,328.0,535.0,3514.0,29.0,14.0,6.1,167.0,498.0,1887.0,10.0,3.8,118.0,114.0,976.0,35.0,189.0,29.6,12.2,29.1,2.72,5.8,28.5,1.71,24.0,24.0,4.0,2.0,29.0,21.0,23.0,20.0,8.0,25.0,25.0,19.0,30.0,9.0,25.0,29.0,25.0,24.0,26.0,24.0,25.0,18.0,22.0,24.0,22.0,25.0,25.0,20.0,25.0,22.0,17.0,28.0,15.0,11.0,8.0,18.0,24.0,3.0,26.0,27.0,19.0,17.0
488,Demarcus Ware,DE,Cowboys,11,2005,293.0,5197.0,1004.0,5.2,37.0,14.0,296.0,308.0,519.0,3428.0,19.0,23.0,6.2,171.0,449.0,1769.0,14.0,3.9,101.0,105.0,867.0,24.0,187.0,28.3,19.3,31.2,2.62,5.51,27.7,1.56,405.0,5285.0,960.0,5.5,22.0,9.0,297.0,310.0,502.0,3521.0,31.0,13.0,6.6,180.0,425.0,1764.0,14.0,4.2,88.0,104.0,879.0,29.0,185.0,35.7,10.8,30.0,2.53,5.3,28.5,2.04,25.0,14.0,27.0,25.0,16.0,17.0,15.0,20.0,31.0,17.0,14.0,20.0,13.0,22.0,21.0,3.0,13.0,14.0,14.0,17.0,20.0,27.0,16.0,25.0,25.0,12.0,13.0,21.0,29.0,24.0,26.0,10.0,10.0,20.0,17.0,8.0,27.0,11.0,13.0,11.0,18.0,27.0
489,Shawne Merriman,LB,Chargers,12,2005,446.0,5542.0,996.0,5.6,18.0,10.0,328.0,288.0,450.0,3357.0,29.0,8.0,7.1,160.0,525.0,2185.0,24.0,4.2,131.0,108.0,875.0,37.0,179.0,40.8,8.9,33.1,2.82,5.71,30.9,2.41,313.0,5360.0,991.0,5.4,33.0,10.0,320.0,372.0,607.0,4053.0,19.0,23.0,6.4,200.0,355.0,1307.0,15.0,3.7,79.0,109.0,940.0,41.0,183.0,29.5,17.5,29.2,2.5,5.6,29.2,1.63,3.0,10.0,3.0,8.0,7.0,28.0,16.0,5.0,1.0,6.0,4.0,6.0,2.0,16.0,4.0,31.0,4.0,6.0,11.0,9.0,3.0,11.0,18.0,8.0,22.0,25.0,32.0,31.0,11.0,3.0,22.0,1.0,3.0,21.0,6.0,19.0,6.0,4.0,11.0,20.0,22.0,14.0
490,Jammal Brown,T,Saints,13,2005,348.0,5193.0,989.0,5.3,26.0,10.0,291.0,309.0,542.0,3587.0,21.0,16.0,6.2,177.0,406.0,1606.0,15.0,4.0,82.0,129.0,1141.0,32.0,193.0,30.1,13.0,30.5,2.37,5.26,26.8,1.65,405.0,6141.0,1067.0,5.8,33.0,20.0,343.0,324.0,545.0,3888.0,24.0,13.0,6.7,193.0,485.0,2253.0,16.0,4.6,118.0,119.0,965.0,32.0,194.0,36.6,16.5,30.0,2.63,5.7,31.5,1.92,14.0,15.0,12.0,8.0,17.0,10.0,12.0,16.0,14.0,18.0,26.0,27.0,8.0,21.0,17.0,21.0,20.0,26.0,23.0,20.0,18.0,27.0,32.0,8.0,1.0,30.0,28.0,27.0,19.0,24.0,27.0,25.0,30.0,23.0,31.0,6.0,12.0,11.0,23.0,24.0,28.0,24.0
491,Thomas Davis,DB,Panthers,14,2005,355.0,5225.0,991.0,5.3,26.0,11.0,308.0,311.0,536.0,3643.0,29.0,15.0,6.4,192.0,422.0,1582.0,10.0,3.7,85.0,123.0,1020.0,31.0,182.0,32.4,12.6,31.8,2.63,5.58,28.6,1.83,339.0,5382.0,1021.0,5.3,38.0,12.0,307.0,303.0,513.0,3478.0,18.0,26.0,6.4,177.0,474.0,1904.0,19.0,4.0,98.0,117.0,1078.0,32.0,187.0,30.5,19.8,29.9,2.58,5.6,28.8,1.71,13.0,13.0,12.0,14.0,12.0,11.0,9.0,5.0,13.0,12.0,22.0,28.0,19.0,28.0,12.0,22.0,9.0,12.0,13.0,14.0,10.0,15.0,20.0,2.0,13.0,17.0,16.0,18.0,7.0,1.0,21.0,21.0,17.0,28.0,12.0,16.0,2.0,10.0,15.0,22.0,20.0,16.0
492,Derrick O. Johnson,LB,Chiefs,15,2005,483.0,6695.0,1089.0,6.1,27.0,10.0,398.0,370.0,561.0,4406.0,27.0,17.0,7.4,228.0,496.0,2289.0,31.0,4.6,138.0,117.0,963.0,32.0,182.0,41.2,14.3,31.2,2.83,6.11,36.7,2.51,435.0,6037.0,960.0,6.3,21.0,8.0,327.0,312.0,522.0,4203.0,32.0,13.0,7.5,190.0,397.0,1834.0,18.0,4.6,97.0,117.0,957.0,40.0,183.0,38.8,10.9,31.3,2.43,5.4,32.9,2.26,2.0,1.0,14.0,8.0,1.0,6.0,4.0,8.0,17.0,4.0,7.0,5.0,1.0,3.0,3.0,16.0,13.0,5.0,1.0,3.0,2.0,29.0,31.0,27.0,28.0,28.0,22.0,32.0,30.0,24.0,32.0,4.0,12.0,26.0,29.0,2.0,26.0,20.0,7.0,14.0,30.0,31.0
493,Travis Johnson,DT,Texans,16,2005,309.0,5128.0,1001.0,5.1,25.0,11.0,300.0,286.0,471.0,3246.0,16.0,14.0,6.2,174.0,481.0,1882.0,16.0,3.9,103.0,106.0,928.0,23.0,177.0,27.7,13.6,30.6,2.73,5.8,28.9,1.55,339.0,5458.0,971.0,5.6,30.0,8.0,304.0,344.0,530.0,3615.0,32.0,22.0,6.5,194.0,417.0,1843.0,4.0,4.4,89.0,123.0,979.0,21.0,178.0,32.6,16.9,30.2,2.72,5.6,30.5,1.79,21.0,19.0,11.0,14.0,15.0,24.0,18.0,26.0,11.0,16.0,10.0,12.0,6.0,23.0,23.0,18.0,19.0,9.0,8.0,13.0,21.0,15.0,23.0,13.0,28.0,16.0,24.0,24.0,30.0,5.0,24.0,7.0,13.0,1.0,23.0,12.0,8.0,13.0,26.0,23.0,26.0,20.0
494,David Pollack,DE,Bengals,17,2005,374.0,5140.0,1004.0,5.1,32.0,10.0,286.0,324.0,536.0,3301.0,23.0,22.0,5.8,172.0,437.0,1839.0,14.0,4.2,93.0,103.0,810.0,21.0,202.0,31.7,15.8,32.1,2.32,5.13,25.4,1.68,372.0,5365.0,1031.0,5.2,36.0,16.0,303.0,313.0,520.0,3303.0,23.0,20.0,5.9,158.0,474.0,2062.0,11.0,4.4,123.0,106.0,887.0,22.0,195.0,31.8,16.4,31.7,2.52,5.5,27.4,1.65,10.0,18.0,24.0,8.0,18.0,11.0,17.0,13.0,28.0,20.0,18.0,17.0,13.0,14.0,15.0,9.0,8.0,29.0,28.0,23.0,16.0,21.0,19.0,3.0,3.0,15.0,21.0,13.0,17.0,7.0,12.0,21.0,26.0,12.0,22.0,15.0,13.0,22.0,12.0,16.0,13.0,15.0
495,Erasmus James,DE,Vikings,18,2005,405.0,6339.0,985.0,6.4,21.0,9.0,351.0,380.0,552.0,4516.0,39.0,12.0,7.6,225.0,387.0,1823.0,8.0,4.7,98.0,117.0,884.0,28.0,167.0,38.9,12.0,27.3,2.9,6.03,37.6,2.29,395.0,5902.0,1018.0,5.8,22.0,11.0,350.0,338.0,544.0,3896.0,30.0,11.0,6.7,220.0,435.0,2006.0,15.0,4.6,110.0,110.0,974.0,20.0,166.0,41.6,13.3,31.8,2.92,6.3,35.3,2.33,6.0,4.0,5.0,5.0,4.0,8.0,2.0,2.0,7.0,2.0,28.0,18.0,29.0,2.0,5.0,24.0,31.0,3.0,2.0,1.0,4.0,26.0,28.0,25.0,19.0,31.0,27.0,29.0,27.0,28.0,28.0,13.0,21.0,21.0,28.0,1.0,20.0,24.0,32.0,32.0,32.0,32.0
496,Alex Barron,T,Rams,19,2005,319.0,5877.0,1011.0,5.8,39.0,17.0,321.0,372.0,580.0,4253.0,23.0,22.0,6.8,203.0,381.0,1624.0,11.0,4.3,96.0,127.0,993.0,22.0,175.0,30.3,20.6,26.0,2.9,5.91,33.6,1.69,392.0,5353.0,1006.0,5.3,15.0,9.0,311.0,292.0,492.0,3174.0,24.0,6.0,6.0,172.0,480.0,2179.0,13.0,4.5,118.0,109.0,827.0,21.0,181.0,37.6,7.7,32.4,2.62,5.8,29.5,1.94,19.0,6.0,29.0,28.0,8.0,5.0,5.0,13.0,28.0,10.0,30.0,25.0,17.0,13.0,16.0,1.0,32.0,3.0,5.0,5.0,15.0,25.0,17.0,31.0,25.0,22.0,9.0,11.0,19.0,32.0,15.0,23.0,29.0,17.0,25.0,4.0,31.0,27.0,20.0,28.0,24.0,25.0
497,Marcus Spears,DE,Cowboys,20,2005,293.0,5197.0,1004.0,5.2,37.0,14.0,296.0,308.0,519.0,3428.0,19.0,23.0,6.2,171.0,449.0,1769.0,14.0,3.9,101.0,105.0,867.0,24.0,187.0,28.3,19.3,31.2,2.62,5.51,27.7,1.56,405.0,5285.0,960.0,5.5,22.0,9.0,297.0,310.0,502.0,3521.0,31.0,13.0,6.6,180.0,425.0,1764.0,14.0,4.2,88.0,104.0,879.0,29.0,185.0,35.7,10.8,30.0,2.53,5.3,28.5,2.04,25.0,14.0,27.0,25.0,16.0,17.0,15.0,20.0,31.0,17.0,14.0,20.0,13.0,22.0,21.0,3.0,13.0,14.0,14.0,17.0,20.0,27.0,16.0,25.0,25.0,12.0,13.0,21.0,29.0,24.0,26.0,10.0,10.0,20.0,17.0,8.0,27.0,11.0,13.0,11.0,18.0,27.0
498,Matt Jones,WR,Jaguars,21,2005,261.0,5009.0,991.0,5.1,22.0,11.0,279.0,305.0,513.0,3159.0,17.0,11.0,5.8,161.0,446.0,1850.0,9.0,4.1,88.0,109.0,940.0,30.0,178.0,28.1,11.8,28.7,2.75,5.75,27.9,1.43,280.0,5134.0,972.0,5.3,28.0,12.0,290.0,306.0,497.0,3357.0,18.0,16.0,6.3,181.0,438.0,1777.0,7.0,4.1,83.0,118.0,966.0,26.0,174.0,26.4,16.1,28.7,2.73,5.7,29.4,1.37,29.0,21.0,7.0,14.0,23.0,19.0,19.0,25.0,3.0,21.0,15.0,16.0,26.0,17.0,22.0,25.0,28.0,8.0,10.0,15.0,23.0,7.0,11.0,17.0,13.0,10.0,10.0,16.0,7.0,17.0,20.0,14.0,11.0,3.0,14.0,24.0,14.0,2.0,28.0,25.0,23.0,5.0
499,Mark Clayton,WR,Ravens,22,2005,317.0,4375.0,991.0,4.4,23.0,12.0,260.0,258.0,465.0,2312.0,13.0,11.0,4.6,135.0,491.0,2063.0,11.0,4.2,103.0,94.0,894.0,22.0,192.0,27.6,10.9,34.2,2.48,5.34,22.8,1.33,268.0,4803.0,1009.0,4.8,34.0,13.0,272.0,276.0,501.0,3122.0,14.0,21.0,5.8,158.0,469.0,1681.0,9.0,3.6,88.0,101.0,796.0,26.0,199.0,24.6,16.6,29.5,2.47,5.2,24.1,1.2,20.0,31.0,9.0,20.0,30.0,26.0,31.0,30.0,3.0,31.0,8.0,9.0,17.0,15.0,24.0,27.0,2.0,21.0,21.0,26.0,27.0,6.0,6.0,7.0,9.0,6.0,12.0,10.0,1.0,6.0,9.0,20.0,8.0,8.0,2.0,30.0,11.0,6.0,8.0,8.0,6.0,2.0
500,Fabian Washington,DB,Raiders,23,2005,320.0,5153.0,939.0,5.5,35.0,13.0,275.0,330.0,582.0,3858.0,24.0,22.0,6.3,176.0,327.0,1295.0,10.0,4.0,75.0,134.0,1013.0,24.0,184.0,32.1,17.4,30.4,2.33,5.26,27.9,1.7,442.0,5936.0,1072.0,5.5,18.0,9.0,367.0,315.0,510.0,3924.0,30.0,9.0,7.3,210.0,537.0,2012.0,21.0,3.7,115.0,102.0,837.0,42.0,183.0,37.2,9.8,31.0,2.9,6.0,32.3,2.23,18.0,17.0,25.0,23.0,24.0,4.0,8.0,11.0,28.0,13.0,32.0,32.0,19.0,20.0,14.0,7.0,21.0,28.0,24.0,16.0,14.0,31.0,30.0,30.0,25.0,32.0,15.0,30.0,27.0,29.0,31.0,31.0,22.0,30.0,7.0,5.0,29.0,17.0,31.0,30.0,29.0,30.0
501,Aaron Rodgers,QB,Packers,24,2005,424.0,6357.0,1053.0,6.0,29.0,10.0,354.0,382.0,598.0,4449.0,36.0,19.0,7.3,228.0,441.0,1908.0,9.0,4.3,98.0,116.0,950.0,28.0,182.0,37.9,15.4,28.6,2.68,5.94,34.9,2.13,380.0,5541.0,967.0,5.7,15.0,7.0,307.0,314.0,518.0,3663.0,33.0,8.0,6.6,181.0,409.0,1878.0,12.0,4.6,92.0,112.0,942.0,34.0,181.0,34.3,7.7,31.7,2.62,5.5,30.5,2.02,5.0,3.0,18.0,8.0,3.0,1.0,3.0,3.0,23.0,5.0,16.0,10.0,26.0,12.0,6.0,11.0,30.0,11.0,4.0,4.0,6.0,23.0,25.0,31.0,32.0,17.0,20.0,25.0,32.0,31.0,25.0,6.0,14.0,13.0,27.0,11.0,31.0,22.0,20.0,17.0,27.0,26.0
502,Jason Campbell,QB,Redskins,25,2005,240.0,4397.0,1023.0,4.3,27.0,10.0,269.0,288.0,514.0,2632.0,18.0,17.0,4.8,156.0,471.0,1765.0,6.0,3.7,91.0,115.0,1047.0,22.0,198.0,21.7,13.1,31.7,2.53,5.3,22.1,1.14,265.0,4281.0,974.0,4.4,26.0,8.0,251.0,294.0,515.0,2977.0,17.0,18.0,5.4,153.0,419.0,1304.0,7.0,3.1,67.0,97.0,797.0,31.0,198.0,20.7,12.6,30.9,2.32,5.0,21.6,1.11,31.0,30.0,14.0,8.0,27.0,18.0,29.0,24.0,17.0,30.0,12.0,21.0,31.0,29.0,31.0,20.0,10.0,17.0,22.0,30.0,31.0,5.0,3.0,22.0,28.0,3.0,17.0,7.0,4.0,13.0,3.0,8.0,2.0,3.0,1.0,32.0,22.0,16.0,2.0,4.0,1.0,1.0
503,Chris Spencer,C,Seahawks,26,2005,371.0,5634.0,1034.0,5.4,27.0,9.0,320.0,304.0,532.0,3539.0,23.0,18.0,6.3,189.0,468.0,2095.0,17.0,4.5,110.0,79.0,669.0,21.0,193.0,32.6,14.0,29.7,2.42,5.49,29.2,1.81,373.0,5621.0,1047.0,5.4,35.0,12.0,311.0,340.0,559.0,3590.0,24.0,23.0,6.0,191.0,452.0,2031.0,17.0,4.5,102.0,91.0,748.0,18.0,193.0,35.2,18.1,32.2,2.58,5.6,29.1,1.91,12.0,8.0,14.0,5.0,9.0,14.0,13.0,13.0,20.0,14.0,13.0,8.0,5.0,6.0,11.0,17.0,25.0,23.0,15.0,11.0,11.0,22.0,26.0,6.0,13.0,22.0,31.0,23.0,19.0,3.0,14.0,19.0,23.0,25.0,24.0,10.0,5.0,26.0,15.0,21.0,21.0,22.0
504,Roddy White,WR,Falcons,27,2005,340.0,5084.0,969.0,5.2,30.0,14.0,284.0,217.0,395.0,2412.0,15.0,16.0,5.4,120.0,524.0,2672.0,20.0,5.1,133.0,109.0,905.0,31.0,184.0,28.8,15.8,31.1,2.55,5.39,27.6,1.63,337.0,5207.0,999.0,5.2,32.0,13.0,310.0,328.0,517.0,3526.0,19.0,19.0,6.2,183.0,434.0,1681.0,20.0,3.9,107.0,129.0,930.0,20.0,185.0,29.7,16.8,29.6,2.67,5.5,28.1,1.74,16.0,20.0,22.0,25.0,19.0,31.0,30.0,28.0,14.0,24.0,5.0,1.0,3.0,1.0,19.0,10.0,15.0,16.0,18.0,18.0,19.0,14.0,14.0,11.0,9.0,20.0,19.0,22.0,11.0,9.0,19.0,12.0,8.0,29.0,10.0,17.0,10.0,8.0,25.0,18.0,16.0,18.0
505,Luis Castillo,DT,Chargers,28,2005,446.0,5542.0,996.0,5.6,18.0,10.0,328.0,288.0,450.0,3357.0,29.0,8.0,7.1,160.0,525.0,2185.0,24.0,4.2,131.0,108.0,875.0,37.0,179.0,40.8,8.9,33.1,2.82,5.71,30.9,2.41,313.0,5360.0,991.0,5.4,33.0,10.0,320.0,372.0,607.0,4053.0,19.0,23.0,6.4,200.0,355.0,1307.0,15.0,3.7,79.0,109.0,940.0,41.0,183.0,29.5,17.5,29.2,2.5,5.6,29.2,1.63,3.0,10.0,3.0,8.0,7.0,28.0,16.0,5.0,1.0,6.0,4.0,6.0,2.0,16.0,4.0,31.0,4.0,6.0,11.0,9.0,3.0,11.0,18.0,8.0,22.0,25.0,32.0,31.0,11.0,3.0,22.0,1.0,3.0,21.0,6.0,19.0,6.0,4.0,11.0,20.0,22.0,14.0
506,Marlin Jackson,DB,Colts,29,2005,522.0,6475.0,968.0,6.7,17.0,7.0,379.0,353.0,527.0,4623.0,51.0,10.0,8.5,238.0,427.0,1852.0,10.0,4.3,94.0,106.0,801.0,47.0,175.0,46.3,9.7,31.0,2.63,5.69,36.9,2.78,351.0,5929.0,1042.0,5.7,36.0,17.0,331.0,364.0,557.0,3892.0,26.0,19.0,6.5,209.0,440.0,2037.0,12.0,4.6,103.0,116.0,877.0,19.0,178.0,35.4,18.5,30.7,2.82,6.0,33.1,1.92,1.0,2.0,2.0,2.0,2.0,15.0,1.0,1.0,2.0,1.0,20.0,15.0,19.0,11.0,1.0,30.0,17.0,12.0,12.0,2.0,1.0,19.0,29.0,3.0,2.0,29.0,30.0,28.0,22.0,9.0,23.0,15.0,24.0,13.0,30.0,9.0,4.0,14.0,30.0,31.0,31.0,23.0
507,Heath Miller,TE,Steelers,30,2005,372.0,5184.0,1012.0,5.1,21.0,8.0,309.0,228.0,358.0,2720.0,20.0,13.0,6.9,147.0,618.0,2464.0,16.0,4.0,134.0,99.0,835.0,28.0,179.0,35.8,11.7,33.4,3.03,5.85,28.9,1.88,251.0,4134.0,882.0,4.7,32.0,13.0,248.0,269.0,484.0,2835.0,14.0,19.0,5.4,146.0,357.0,1299.0,8.0,3.6,79.0,104.0,875.0,23.0,174.0,25.9,17.2,28.3,2.38,5.2,23.7,1.28,11.0,16.0,5.0,4.0,11.0,32.0,28.0,19.0,8.0,8.0,1.0,2.0,6.0,19.0,9.0,26.0,3.0,1.0,7.0,12.0,9.0,1.0,1.0,11.0,9.0,2.0,5.0,4.0,1.0,9.0,5.0,2.0,1.0,5.0,5.0,26.0,7.0,1.0,6.0,6.0,4.0,3.0
508,Mike Patterson,DT,Eagles,31,2005,386.0,5618.0,960.0,5.9,22.0,11.0,301.0,336.0,547.0,3979.0,32.0,11.0,6.8,188.0,376.0,1639.0,10.0,4.4,87.0,124.0,952.0,26.0,192.0,35.9,10.9,31.1,2.4,5.17,29.2,1.95,260.0,5115.0,1039.0,4.9,28.0,11.0,299.0,334.0,550.0,3212.0,16.0,17.0,5.4,165.0,442.0,1903.0,13.0,4.3,101.0,119.0,1001.0,33.0,183.0,25.1,13.1,29.8,2.78,5.8,28.0,1.39,8.0,9.0,7.0,14.0,14.0,9.0,7.0,4.0,3.0,9.0,31.0,24.0,19.0,10.0,8.0,27.0,15.0,24.0,27.0,10.0,7.0,2.0,10.0,17.0,19.0,13.0,29.0,12.0,3.0,15.0,4.0,16.0,16.0,17.0,19.0,29.0,21.0,9.0,29.0,29.0,14.0,8.0
509,Logan Mankins,G,Patriots,32,2005,437.0,5722.0,1035.0,5.5,27.0,13.0,344.0,293.0,485.0,3588.0,29.0,14.0,7.0,193.0,524.0,2134.0,15.0,4.1,120.0,101.0,822.0,31.0,178.0,42.1,14.6,31.4,2.82,6.01,32.1,2.25,260.0,4972.0,988.0,5.0,36.0,16.0,290.0,315.0,538.0,3400.0,18.0,20.0,5.8,177.0,405.0,1572.0,9.0,3.9,83.0,118.0,1014.0,30.0,175.0,24.0,20.0,30.8,2.62,5.8,28.4,1.34,4.0,7.0,14.0,23.0,6.0,22.0,11.0,5.0,11.0,7.0,5.0,7.0,8.0,18.0,2.0,14.0,11.0,6.0,3.0,7.0,5.0,2.0,9.0,3.0,3.0,10.0,26.0,17.0,7.0,7.0,10.0,5.0,6.0,8.0,11.0,31.0,1.0,15.0,20.0,26.0,17.0,4.0
510,Eli Manning,QB,Chargers,1,2004,313.0,5167.0,971.0,5.3,31.0,12.0,290.0,297.0,525.0,3021.0,21.0,19.0,5.5,146.0,417.0,2146.0,16.0,5.1,117.0,126.0,1016.0,27.0,191.0,27.2,15.7,30.9,2.35,5.19,27.0,1.59,441.0,5593.0,1072.0,5.2,20.0,7.0,326.0,322.0,524.0,3375.0,36.0,13.0,6.1,178.0,518.0,2218.0,12.0,4.3,124.0,110.0,1006.0,24.0,191.0,37.7,9.9,32.0,2.72,5.7,29.5,2.16,16.0,14.0,20.0,18.0,17.0,12.0,19.0,13.0,21.0,22.0,25.0,6.0,9.0,1.0,21.0,10.0,18.0,29.0,29.0,15.0,15.0,31.0,27.0,28.0,29.0,29.0,22.0,21.0,32.0,25.0,22.0,29.0,25.0,13.0,20.0,2.0,30.0,20.0,28.0,27.0,25.0,32.0
511,Robert Gallery,T,Raiders,2,2004,270.0,4573.0,987.0,4.6,26.0,12.0,258.0,278.0,521.0,2751.0,9.0,14.0,4.9,140.0,423.0,1822.0,15.0,4.3,98.0,134.0,1120.0,20.0,189.0,24.3,12.2,31.0,2.38,5.36,24.1,1.24,379.0,5904.0,1036.0,5.7,25.0,11.0,317.0,286.0,467.0,3394.0,21.0,14.0,6.9,159.0,544.0,2510.0,21.0,4.6,127.0,115.0,981.0,31.0,200.0,35.0,11.5,32.2,2.63,5.4,29.5,1.89,26.0,25.0,11.0,18.0,28.0,13.0,27.0,32.0,8.0,29.0,21.0,16.0,12.0,13.0,28.0,24.0,17.0,26.0,23.0,24.0,28.0,25.0,30.0,20.0,19.0,25.0,3.0,22.0,20.0,20.0,29.0,32.0,32.0,30.0,25.0,5.0,24.0,21.0,22.0,11.0,24.0,27.0
512,Larry Fitzgerald,WR,Cardinals,3,2004,225.0,4490.0,981.0,4.6,36.0,14.0,256.0,303.0,534.0,2959.0,18.0,22.0,5.1,147.0,403.0,1531.0,5.0,3.8,80.0,98.0,761.0,29.0,185.0,22.2,18.4,30.3,2.58,5.44,24.1,1.16,452.0,5504.0,993.0,5.5,23.0,10.0,326.0,311.0,497.0,3589.0,29.0,13.0,6.9,184.0,475.0,1915.0,17.0,4.0,120.0,86.0,754.0,22.0,185.0,36.8,12.4,33.3,2.65,5.5,29.7,2.12,32.0,27.0,29.0,23.0,29.0,9.0,23.0,19.0,29.0,26.0,30.0,29.0,30.0,25.0,30.0,1.0,25.0,12.0,17.0,25.0,30.0,32.0,26.0,24.0,23.0,29.0,10.0,29.0,31.0,25.0,30.0,24.0,19.0,24.0,15.0,3.0,21.0,29.0,24.0,21.0,26.0,31.0
513,Philip Rivers,QB,Giants,4,2004,243.0,4942.0,1047.0,4.7,38.0,18.0,300.0,344.0,616.0,3383.0,16.0,20.0,5.1,184.0,387.0,1559.0,6.0,4.0,90.0,127.0,1090.0,26.0,196.0,21.4,18.4,30.8,2.35,5.48,25.1,1.09,387.0,5320.0,1060.0,5.0,22.0,12.0,314.0,309.0,519.0,3412.0,25.0,10.0,6.0,178.0,496.0,1908.0,12.0,3.8,102.0,118.0,983.0,34.0,201.0,32.3,10.4,31.0,2.62,5.5,26.3,1.71,30.0,20.0,30.0,30.0,15.0,1.0,11.0,26.0,24.0,25.0,31.0,28.0,29.0,16.0,32.0,2.0,19.0,29.0,15.0,19.0,32.0,29.0,22.0,25.0,13.0,22.0,19.0,25.0,27.0,30.0,20.0,26.0,18.0,13.0,8.0,12.0,28.0,13.0,20.0,17.0,15.0,20.0
514,Sean Taylor,DB,Redskins,5,2004,287.0,4659.0,991.0,4.7,28.0,12.0,272.0,283.0,527.0,3006.0,21.0,16.0,5.3,156.0,421.0,1653.0,8.0,3.9,95.0,124.0,1038.0,21.0,191.0,28.3,13.6,31.8,2.42,5.36,24.5,1.46,372.0,5412.0,1014.0,5.3,30.0,13.0,325.0,285.0,483.0,3195.0,23.0,17.0,6.3,176.0,504.0,2217.0,20.0,4.4,122.0,95.0,835.0,27.0,188.0,33.0,14.4,31.8,2.67,5.6,28.8,1.9,22.0,23.0,13.0,18.0,23.0,11.0,21.0,13.0,12.0,23.0,22.0,22.0,26.0,20.0,16.0,18.0,14.0,24.0,22.0,23.0,20.0,24.0,25.0,12.0,7.0,28.0,5.0,14.0,22.0,11.0,26.0,28.0,24.0,29.0,21.0,10.0,14.0,18.0,25.0,23.0,23.0,28.0
515,Kellen Winslow Jr,TE,Browns,6,2004,254.0,4504.0,961.0,4.7,33.0,15.0,276.0,313.0,509.0,2834.0,17.0,18.0,5.2,153.0,412.0,1670.0,8.0,4.1,91.0,98.0,767.0,32.0,180.0,26.7,17.2,30.2,2.62,5.49,24.9,1.36,322.0,4959.0,994.0,5.0,22.0,7.0,283.0,297.0,502.0,2846.0,13.0,15.0,5.3,160.0,457.0,2113.0,14.0,4.6,100.0,141.0,1095.0,23.0,178.0,34.8,11.2,32.7,2.77,5.8,27.8,1.65,29.0,26.0,26.0,25.0,20.0,21.0,25.0,20.0,18.0,24.0,27.0,20.0,26.0,15.0,23.0,4.0,27.0,10.0,14.0,20.0,25.0,12.0,15.0,25.0,29.0,12.0,11.0,7.0,3.0,14.0,5.0,20.0,23.0,20.0,26.0,6.0,26.0,25.0,30.0,29.0,19.0,17.0
