Year,Round,Pick,Name,Team,Position,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
2020,1,31,Jeff Gladney,Vikings,DB,407,5656,970.0,5.8,20,12,314,319.0,466,3523,26,8,7.1,171.0,476,2133,19,4.5,106.0,96.0,895.0,37.0,173.0,41.6,10.4,Own 29.6,2:40,5.77,32.6,2.29,303,5465,1053.0,5.2,31,14,324,394.0,601,3737,23,17,5.8,215.0,404,1728,8,4.3,78.0,83.0,713.0,31.0,173.0,34.7,17.3,Own 28.3,2:53,6.3,31.6,1.76,8,16,13,26,20,30,23,14,5,5.0,4,6,6,12.0,6.0,17.0,6,18,21.0,10.0,6.0,5,14,4,5,14,28,15,13,3,7.0,11,13,3,19.0,21.0,3.0,15,27,30.0,16.0,7.0
2020,1,32,Clyde Edwards-Helaire,Chiefs,RB,451,6067,976.0,6.2,15,10,350,378.0,576,4498,30,5,7.5,211.0,375,1569,16,4.2,93.0,107.0,1029.0,46.0,164.0,48.8,7.9,Own 28.8,2:52,6.18,37.0,2.59,308,5594,1043.0,5.4,23,7,344,352.0,582,3543,21,16,5.7,190.0,416,2051,14,4.9,115.0,116.0,844.0,39.0,164.0,34.1,13.4,Own 27.0,2:59,6.5,34.0,1.88,5,6,3,19,6,15,5,5,2,2.0,27,23,13,20.0,2.0,29.0,9,6,6.0,3.0,2.0,7,17,10,24,23,23,8,8,5,5.0,17,26,17,29.0,20.0,8.0,7,30,32.0,23.0,15.0
2019,1,1,Kyler Murray,Cardinals,QB,225,3865,902.0,4.3,28,10,239,283.0,495,2523,15,18,4.6,137.0,355,1342,9,3.8,76.0,101.0,786.0,26.0,187.0,19.3,15.0,Own 28.0,2:16,4.94,20.6,1.09,425,5741,1065.0,5.4,16,9,357,342.0,506,3262,21,7,5.9,186.0,510,2479,25,4.9,139.0,100.0,790.0,32.0,187.0,38.0,8.6,Own 29.5,2:52,5.9,30.6,2.12,32,32,27,21,32,29,32,30,28,32.0,28,32,27,32.0,32.0,5.0,19,32,31.0,32.0,32.0,26,20,28,14,28,6,4,3,29,6.0,32,32,32,27.0,13.0,26.0,25,28,21.0,10.0,22.0
2019,1,2,Nick Bosa,49ers,DE,342,5769,1003.0,5.8,32,12,344,331.0,532,3867,26,20,6.7,201.0,423,1902,7,4.5,98.0,112.0,982.0,45.0,181.0,37.0,17.1,Own 26.2,2:39,5.72,31.8,1.86,435,5546,1023.0,5.4,7,5,337,344.0,542,3732,35,2,6.4,195.0,444,1814,13,4.1,104.0,117.0,1011.0,38.0,181.0,39.8,3.9,Own 30.9,2:42,5.8,30.5,2.25,21,16,30,29,12,20,15,17,30,11.0,11,13,30,12.0,15.0,2.0,30,20,25.0,16.0,20.0,28,13,32,28,23,14,11,31,32,14.0,25,14,15,7.0,8.0,32.0,30,16,19.0,9.0,26.0
2019,1,3,Quinnen Williams,Jets,DT,333,4787,971.0,4.9,30,11,258,299.0,524,3165,18,19,5.6,157.0,410,1622,11,4.0,84.0,114.0,948.0,17.0,197.0,32.0,14.7,Own 30.7,2:22,5.15,24.2,1.57,441,6086,1061.0,5.7,20,7,343,367.0,582,4065,29,13,6.5,201.0,440,2021,16,4.6,104.0,95.0,817.0,38.0,202.0,39.1,9.9,Own 30.7,2:28,5.5,30.1,2.08,23,29,29,25,30,22,25,26,29,28.0,16,26,23,29.0,24.0,6.0,4,30,30.0,31.0,29.0,29,25,16,19,24,24,24,19,15,19.0,22,26,21,19.0,9.0,21.0,29,1,2.0,8.0,19.0
2019,1,4,Clelin Ferrell,Raiders,DE,290,5379,995.0,5.4,24,14,300,382.0,556,3751,19,10,6.2,197.0,387,1628,9,4.2,86.0,110.0,965.0,17.0,176.0,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57,467,6102,973.0,6.3,17,3,317,299.0,480,3853,36,14,7.8,178.0,480,2249,16,4.7,108.0,117.0,991.0,31.0,174.0,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52,28,23,22,31,24,16,18,24,8,19.0,23,25,27,23.0,26.0,8.0,28,10,17.0,19.0,28.0,32,26,22,32,14,1,19,32,14,32.0,30,30,21,22.0,2.0,23.0,27,18,17.0,29.0,32.0
2019,1,5,Devin White,Buccaneers,LB,396,6648,1055.0,6.3,35,9,388,408.0,625,5125,36,26,7.7,265.0,389,1523,11,3.9,80.0,117.0,975.0,43.0,184.0,37.0,19.0,Own 26.2,2:39,5.89,36.0,2.15,464,6134,998.0,6.1,17,8,356,387.0,534,4151,34,9,7.3,209.0,426,1983,19,4.7,122.0,127.0,1156.0,25.0,182.0,40.7,8.2,Own 29.0,2:38,5.6,33.7,2.38,12,3,32,15,2,4,1,3,32,2.0,22,29,23,31.0,17.0,1.0,30,20,14.0,5.0,10.0,31,27,22,16,27,12,26,30,26,30.0,18,24,29,20.0,6.0,28.0,22,10,7.0,26.0,29.0
2019,1,6,Daniel Jones,Giants,QB,369,5697,984.0,5.8,19,7,297,382.0,583,4047,23,12,6.4,208.0,354,1650,13,4.7,71.0,114.0,951.0,18.0,177.0,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97,412,5942,1034.0,5.7,21,5,346,362.0,560,4044,24,16,6.9,205.0,444,1898,18,4.3,103.0,110.0,919.0,38.0,181.0,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18,16,17,11,8,25,9,11,21,12,17.0,29,24,16,10.0,12.0,27.0,26,25,19.0,15.0,18.0,23,24,15,28,25,20,23,13,7,27.0,25,20,28,11.0,4.0,17.0,12,22,23.0,22.0,24.0
2019,1,7,Josh Allen,Jaguars,LB,245,4832,1005.0,4.8,29,16,277,329.0,536,3109,15,13,5.3,164.0,416,1723,7,4.1,92.0,121.0,1112.0,21.0,180.0,25.0,15.6,Own 27.0,2:41,5.76,26.9,1.24,316,4983,970.0,5.1,17,6,288,312.0,499,3113,17,11,5.8,162.0,434,1870,16,4.3,89.0,92.0,735.0,37.0,181.0,33.1,8.3,Own 29.5,2:38,5.6,27.5,1.72,31,27,28,32,29,19,26,30,18,30.0,12,19,30,26.0,31.0,3.0,27,18,24.0,28.0,31.0,4,5,22,25,3,4,2,2,23,5.0,21,19,21,14.0,27.0,27.0,25,10,5.0,5.0,6.0
2019,1,8,T.J. Hockenson,Lions,TE,324,5236,1019.0,5.1,19,7,325,375.0,574,3576,22,12,5.8,201.0,404,1660,11,4.1,91.0,94.0,852.0,33.0,173.0,35.3,11.0,Own 27.7,2:54,6.13,30.3,1.82,360,5360,942.0,5.7,14,7,315,323.0,496,3599,29,7,6.7,191.0,403,1761,11,4.4,88.0,94.0,886.0,36.0,171.0,34.5,7.0,Own 27.5,2:41,5.7,31.3,1.97,25,24,11,8,18,11,20,22,12,25.0,18,23,23,28.0,21.0,17.0,24,5,5.0,20.0,21.0,16,10,31,19,11,3,8,19,29,25.0,13,10,6,16.0,21.0,31.0,6,14,12.0,15.0,17.0
2019,1,9,Ed Oliver,Bills,DT,269,4778,1008.0,4.7,32,9,283,271.0,499,2794,13,23,5.2,137.0,468,1984,15,4.2,108.0,116.0,992.0,38.0,193.0,26.4,15.5,Own 29.7,2:32,5.47,24.6,1.39,374,4706,968.0,4.9,27,11,293,313.0,492,2867,22,16,5.4,157.0,440,1839,17,4.2,111.0,99.0,976.0,25.0,189.0,33.3,14.3,Own 32.6,2:30,5.3,24.8,1.83,30,30,30,15,27,28,31,32,31,31.0,6,9,11,21.0,30.0,4.0,10,26,28.0,30.0,30.0,18,2,8,7,4,2,1,8,7,3.0,22,16,25,10.0,26.0,9.0,32,4,1.0,1.0,10.0
2019,1,10,Devin Bush,Steelers,LB,428,6453,1058.0,6.1,26,9,378,459.0,689,5008,35,17,7.0,251.0,345,1445,16,4.2,88.0,111.0,1026.0,39.0,182.0,36.8,14.3,Own 26.0,2:44,5.93,35.5,2.23,360,5235,987.0,5.3,15,7,317,362.0,566,3697,27,8,6.0,200.0,369,1538,13,4.2,84.0,136.0,1170.0,33.0,184.0,33.7,8.2,Own 28.6,2:35,5.5,28.4,1.88,6,4,26,15,4,1,2,5,26,8.0,31,31,7,24.0,18.0,7.0,32,14,13.0,6.0,9.0,16,6,29,19,14,21,10,16,28,7.0,7,6,15,9.0,25.0,30.0,15,6,3.0,6.0,14.0
2019,1,11,Jonah Williams,Bengals,T,368,4972,938.0,5.3,17,4,304,331.0,542,3290,27,13,5.7,182.0,359,1682,13,4.7,92.0,114.0,957.0,30.0,166.0,35.5,9.6,Own 29.0,2:39,5.78,29.7,2.03,455,6618,1084.0,6.1,18,6,372,389.0,584,4414,32,12,7.1,221.0,466,2204,17,4.7,125.0,113.0,944.0,26.0,177.0,46.3,10.2,Own 28.8,2:57,6.3,37.4,2.5,17,26,5,1,23,18,24,16,18,27.0,26,21,16,8.0,20.0,26.0,13,20,20.0,24.0,16.0,30,32,21,25,29,25,32,27,18,29.0,29,29,25,25.0,1.0,20.0,18,32,31.0,32.0,31.0
2019,1,12,Rashan Gary,Packers,DE,376,5905,1026.0,5.8,15,11,332,392.0,640,4238,25,4,6.1,208.0,333,1667,14,5.0,98.0,108.0,937.0,26.0,178.0,38.8,6.7,Own 27.5,2:42,6.03,33.2,2.04,400,5670,1017.0,5.6,15,8,331,336.0,527,3752,30,7,6.6,199.0,446,1918,15,4.3,100.0,97.0,792.0,32.0,182.0,37.9,8.2,Own 31.3,2:42,5.8,31.0,2.15,14,12,2,25,15,3,9,20,1,21.0,32,22,15,2.0,11.0,31.0,25,16,10.0,12.0,15.0,22,18,29,16,21,8,12,22,29,21.0,27,22,20,13.0,14.0,28.0,31,16,18.0,14.0,23.0
2019,1,13,Christian Wilkins,Dolphins,DT,319,4638,878.0,5.3,23,10,252,292.0,455,2900,26,13,5.7,153.0,371,1738,7,4.7,75.0,108.0,978.0,24.0,184.0,28.3,12.5,Own 29.4,2:27,4.92,25.0,1.59,433,6257,1024.0,6.1,28,7,350,335.0,508,3932,31,21,7.3,195.0,485,2325,17,4.8,116.0,107.0,856.0,39.0,183.0,39.9,14.2,Own 28.9,2:51,5.8,34.2,2.27,26,31,20,21,31,30,30,17,18,26.0,25,18,30,9.0,29.0,11.0,12,29,32.0,29.0,27.0,27,29,5,19,26,7,21,25,2,31.0,31,31,25,26.0,7.0,10.0,19,25,20.0,28.0,27.0
2019,1,14,Chris Lindstrom,Falcons,G,414,6226,1010.0,6.2,18,11,352,428.0,617,4653,36,7,7.1,238.0,351,1573,11,4.5,84.0,101.0,899.0,30.0,168.0,42.9,10.7,Own 26.3,2:49,6.18,37.0,2.4,423,6152,1031.0,6.0,19,4,375,398.0,585,4153,33,15,6.7,226.0,409,1999,16,4.9,115.0,108.0,1001.0,34.0,171.0,41.5,10.5,Own 27.3,2:53,6.2,36.0,2.39,10,6,7,25,10,5,4,3,2,7.0,30,27,23,13.0,4.0,19.0,29,10,3.0,2.0,4.0,25,28,20,31,30,26,27,29,9,24.0,14,25,21,28.0,3.0,18.0,5,30,30.0,30.0,30.0
2019,1,15,Dwayne Haskins,Redskins,QB,281,4795,967.0,5.0,19,4,280,311.0,509,3021,16,15,5.5,156.0,414,1774,12,4.3,96.0,115.0,1008.0,28.0,170.0,31.8,11.2,Own 28.6,2:47,5.87,28.3,1.61,359,5654,996.0,5.7,26,11,330,362.0,537,3794,27,15,6.5,197.0,413,1860,12,4.5,109.0,102.0,791.0,24.0,171.0,35.1,14.6,Own 26.8,2:51,6.0,33.0,1.96,29,28,11,1,28,26,28,28,22,29.0,14,17,20,18.0,25.0,16.0,15,12,15.0,27.0,26.0,15,17,10,7,20,13,15,16,9,16.0,15,17,10,18.0,20.0,7.0,4,25,25.0,23.0,16.0
2019,1,16,Brian Burns,Panthers,LB,376,5972,1011.0,5.9,22,6,356,378.0,563,3836,28,16,6.4,212.0,416,2136,17,5.1,117.0,92.0,818.0,27.0,173.0,37.0,12.1,Own 28.2,2:51,5.97,34.5,2.15,382,5651,948.0,6.0,23,10,315,353.0,529,3847,32,13,6.8,185.0,384,1804,13,4.7,110.0,91.0,805.0,20.0,171.0,38.0,12.9,Own 27.6,2:44,5.7,33.0,2.19,14,10,19,4,9,15,16,14,25,16.0,12,4,6,1.0,16.0,13.0,18,8,12.0,8.0,11.0,19,15,14,12,11,9,18,27,15,26.0,8,12,15,23.0,12.0,14.0,7,19,15.0,24.0,25.0
2019,1,17,Dexter Lawrence,Giants,DT,369,5697,984.0,5.8,19,7,297,382.0,583,4047,23,12,6.4,208.0,354,1650,13,4.7,71.0,114.0,951.0,18.0,177.0,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97,412,5942,1034.0,5.7,21,5,346,362.0,560,4044,24,16,6.9,205.0,444,1898,18,4.3,103.0,110.0,919.0,38.0,181.0,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18,16,17,11,8,25,9,11,21,12,17.0,29,24,16,10.0,12.0,27.0,26,25,19.0,15.0,18.0,23,24,15,28,25,20,23,13,7,27.0,25,20,28,11.0,4.0,17.0,12,22,23.0,22.0,24.0
2019,1,18,Garrett Bradbury,Vikings,C,360,5529,1003.0,5.5,20,10,310,425.0,606,4036,30,10,6.2,218.0,357,1493,9,4.2,66.0,92.0,779.0,26.0,188.0,32.4,10.6,Own 30.3,2:31,5.52,29.2,1.8,341,4955,993.0,5.0,20,8,303,315.0,503,3140,15,12,5.7,160.0,440,1815,13,4.1,107.0,106.0,834.0,36.0,181.0,33.7,10.5,Own 28.6,2:45,5.7,27.3,1.63,19,20,16,21,22,6,13,10,8,18.0,27,30,27,25.0,23.0,20.0,7,27,27.0,25.0,24.0,9,4,16,16,7,5,3,1,18,4.0,22,15,15,8.0,24.0,19.0,15,20,14.0,4.0,3.0
2019,1,19,Jeffery Simmons,Titans,DT,310,5002,940.0,5.3,18,6,289,293.0,437,2975,16,12,6.1,156.0,456,2027,15,4.4,106.0,82.0,727.0,27.0,166.0,34.9,10.2,Own 27.8,2:52,5.86,30.0,1.82,303,5334,1001.0,5.3,17,6,298,337.0,533,3471,21,11,6.1,182.0,429,1863,9,4.3,98.0,120.0,984.0,18.0,172.0,33.1,9.9,Own 28.9,2:52,6.0,30.9,1.72,27,25,7,4,26,31,29,28,12,20.0,9,6,11,16.0,22.0,22.0,21,7,16.0,23.0,22.0,3,8,22,25,5,10,6,3,23,8.0,19,18,4,15.0,28.0,22.0,19,28,26.0,12.0,4.0
2019,1,20,Noah Fant,Broncos,TE,329,5602,1015.0,5.5,21,6,320,367.0,588,3695,19,15,5.9,181.0,393,1907,18,4.9,107.0,125.0,985.0,32.0,186.0,30.6,11.3,Own 27.8,2:30,5.63,30.1,1.72,349,5842,1022.0,5.7,28,11,318,353.0,549,3929,26,17,6.6,197.0,429,1913,11,4.5,85.0,123.0,1006.0,36.0,185.0,34.1,14.1,Own 28.1,2:41,5.7,31.4,1.82,24,19,18,4,20,8,19,24,22,24.0,21,12,4,4.0,28.0,15.0,21,28,26.0,21.0,25.0,13,22,5,7,16,19,20,14,5,23.0,19,21,6,17.0,22.0,12.0,12,14,13.0,17.0,9.0
2019,1,21,Darnell Savage,Packers,DB,376,5905,1026.0,5.8,15,11,332,392.0,640,4238,25,4,6.1,208.0,333,1667,14,5.0,98.0,108.0,937.0,26.0,178.0,38.8,6.7,Own 27.5,2:42,6.03,33.2,2.04,400,5670,1017.0,5.6,15,8,331,336.0,527,3752,30,7,6.6,199.0,446,1918,15,4.3,100.0,97.0,792.0,32.0,182.0,37.9,8.2,Own 31.3,2:42,5.8,31.0,2.15,14,12,2,25,15,3,9,20,1,21.0,32,22,15,2.0,11.0,31.0,25,16,10.0,12.0,15.0,22,18,29,16,21,8,12,22,29,21.0,27,22,20,13.0,14.0,28.0,31,16,18.0,14.0,23.0
2019,1,22,Andre Dillard,Eagles,T,367,5845,1037.0,5.6,23,12,346,422.0,599,4275,29,11,6.7,221.0,398,1570,12,3.9,94.0,100.0,852.0,31.0,176.0,38.1,12.5,Own 28.4,2:58,6.09,33.2,2.07,348,5859,1002.0,5.8,17,7,308,417.0,626,4308,22,10,6.4,215.0,332,1551,14,4.7,71.0,115.0,995.0,22.0,176.0,38.6,9.1,Own 27.6,2:35,5.9,33.1,1.98,18,14,20,29,11,7,7,11,10,10.0,20,28,20,30.0,13.0,11.0,17,3,6.0,13.0,12.0,12,23,22,19,8,30,30,8,25,13.0,1,7,19,21.0,10.0,25.0,7,6,22.0,25.0,18.0
2019,1,23,Tytus Howard,Texans,T,402,5802,1040.0,5.6,16,7,333,345.0,506,3781,26,9,6.7,202.0,472,2021,12,4.3,94.0,105.0,787.0,37.0,186.0,40.3,8.1,Own 31.3,2:39,5.84,31.1,2.03,316,5490,1022.0,5.4,29,14,298,385.0,594,4167,28,15,6.5,200.0,385,1323,8,3.4,76.0,117.0,945.0,22.0,187.0,31.6,13.9,Own 25.5,2:36,5.6,29.4,1.72,11,15,3,8,14,27,17,17,6,12.0,4,8,20,19.0,9.0,30.0,2,20,18.0,18.0,17.0,4,12,4,1,5,27,28,18,9,18.0,9,3,3,1.0,30.0,13.0,1,8,10.0,7.0,5.0
2019,1,24,Josh Jacobs,Raiders,RB,290,5379,995.0,5.4,24,14,300,382.0,556,3751,19,10,6.2,197.0,387,1628,9,4.2,86.0,110.0,965.0,17.0,176.0,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57,467,6102,973.0,6.3,17,3,317,299.0,480,3853,36,14,7.8,178.0,480,2249,16,4.7,108.0,117.0,991.0,31.0,174.0,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52,28,23,22,31,24,16,18,24,8,19.0,23,25,27,23.0,26.0,8.0,28,10,17.0,19.0,28.0,32,26,22,32,14,1,19,32,14,32.0,30,30,21,22.0,2.0,23.0,27,18,17.0,29.0,32.0
2019,1,25,Marquise Brown,Ravens,WR,389,5999,1135.0,5.3,20,11,367,334.0,556,3558,18,9,6.1,184.0,547,2441,19,4.5,153.0,116.0,940.0,30.0,177.0,40.7,10.7,Own 29.5,2:58,6.59,33.7,2.06,287,4687,974.0,4.8,17,5,286,337.0,577,3360,21,12,5.4,174.0,354,1327,11,3.7,82.0,113.0,1017.0,30.0,179.0,29.1,9.5,Own 28.4,2:31,5.6,26.0,1.59,13,9,16,25,7,16,22,26,6,23.0,1,2,3,15.0,8.0,18.0,11,3,1.0,11.0,14.0,2,1,22,28,2,23,5,3,18,2.0,3,4,6,3.0,31.0,24.0,14,5,8.0,3.0,2.0
2019,1,26,Montez Sweat,Redskins,DE,281,4795,967.0,5.0,19,4,280,311.0,509,3021,16,15,5.5,156.0,414,1774,12,4.3,96.0,115.0,1008.0,28.0,170.0,31.8,11.2,Own 28.6,2:47,5.87,28.3,1.61,359,5654,996.0,5.7,26,11,330,362.0,537,3794,27,15,6.5,197.0,413,1860,12,4.5,109.0,102.0,791.0,24.0,171.0,35.1,14.6,Own 26.8,2:51,6.0,33.0,1.96,29,28,11,1,28,26,28,28,22,29.0,14,17,20,18.0,25.0,16.0,15,12,15.0,27.0,26.0,15,17,10,7,20,13,15,16,9,16.0,15,17,10,18.0,20.0,7.0,4,25,25.0,23.0,16.0
2019,1,27,Johnathan Abram,Raiders,DB,290,5379,995.0,5.4,24,14,300,382.0,556,3751,19,10,6.2,197.0,387,1628,9,4.2,86.0,110.0,965.0,17.0,176.0,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57,467,6102,973.0,6.3,17,3,317,299.0,480,3853,36,14,7.8,178.0,480,2249,16,4.7,108.0,117.0,991.0,31.0,174.0,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52,28,23,22,31,24,16,18,24,8,19.0,23,25,27,23.0,26.0,8.0,28,10,17.0,19.0,28.0,32,26,22,32,14,1,19,32,14,32.0,30,30,21,22.0,2.0,23.0,27,18,17.0,29.0,32.0
2019,1,28,Jerry Tillery,Chargers,DT,428,5962,945.0,6.3,19,7,338,348.0,512,4089,32,12,7.5,213.0,399,1873,16,4.7,100.0,113.0,967.0,25.0,170.0,42.4,10.0,Own 28.7,2:53,5.77,34.9,2.4,329,5339,981.0,5.4,20,7,311,351.0,548,3646,23,13,6.2,178.0,395,1693,11,4.3,101.0,103.0,828.0,32.0,169.0,33.7,11.8,Own 29.1,2:46,6.0,31.5,1.82,6,11,11,8,13,24,10,8,12,5.0,19,15,7,7.0,5.0,24.0,14,6,21.0,7.0,5.0,8,9,16,19,10,18,9,12,15,11.0,11,9,6,12.0,23.0,16.0,23,21,27.0,18.0,8.0
2019,1,29,L.J. Collier,Seahawks,DE,428,5653,1012.0,5.6,11,4,329,280.0,427,3093,35,7,6.5,156.0,534,2560,15,4.8,133.0,111.0,959.0,40.0,181.0,39.8,6.1,Own 27.8,2:47,5.77,31.1,2.3,347,5653,955.0,5.9,26,14,323,355.0,546,3842,26,12,6.5,201.0,366,1811,9,4.9,91.0,108.0,981.0,31.0,176.0,35.2,14.2,Own 28.0,2:38,5.6,32.1,1.88,6,18,1,1,17,32,27,5,2,15.0,2,1,11,5.0,10.0,32.0,21,12,22.0,17.0,7.0,11,16,10,1,19,17,17,14,18,17.0,5,13,4,30.0,19.0,11.0,11,10,9.0,20.0,12.0
2019,1,30,Deandre Baker,Giants,DB,369,5697,984.0,5.8,19,7,297,382.0,583,4047,23,12,6.4,208.0,354,1650,13,4.7,71.0,114.0,951.0,18.0,177.0,38.4,9.6,Own 27.2,2:37,5.79,32.2,1.97,412,5942,1034.0,5.7,21,5,346,362.0,560,4044,24,16,6.9,205.0,444,1898,18,4.3,103.0,110.0,919.0,38.0,181.0,40.9,11.6,Own 28.1,2:47,5.9,32.7,2.18,16,17,11,8,25,9,11,21,12,17.0,29,24,16,10.0,12.0,27.0,26,25,19.0,15.0,18.0,23,24,15,28,25,20,23,13,7,27.0,25,20,28,11.0,4.0,17.0,12,22,23.0,22.0,24.0
2019,1,31,Kaleb McGary,Falcons,T,414,6226,1010.0,6.2,18,11,352,428.0,617,4653,36,7,7.1,238.0,351,1573,11,4.5,84.0,101.0,899.0,30.0,168.0,42.9,10.7,Own 26.3,2:49,6.18,37.0,2.4,423,6152,1031.0,6.0,19,4,375,398.0,585,4153,33,15,6.7,226.0,409,1999,16,4.9,115.0,108.0,1001.0,34.0,171.0,41.5,10.5,Own 27.3,2:53,6.2,36.0,2.39,10,6,7,25,10,5,4,3,2,7.0,30,27,23,13.0,4.0,19.0,29,10,3.0,2.0,4.0,25,28,20,31,30,26,27,29,9,24.0,14,25,21,28.0,3.0,18.0,5,30,30.0,30.0,30.0
2019,1,32,N'Keal Harry,Patriots,WR,436,6295,1073.0,5.9,18,7,365,378.0,574,4258,29,11,7.2,206.0,478,2037,18,4.3,131.0,93.0,744.0,28.0,184.0,40.8,9.2,Own 29.9,2:42,6.05,34.2,2.27,325,5746,1002.0,5.7,28,10,322,370.0,605,3943,29,18,6.2,208.0,367,1803,7,4.9,93.0,91.0,838.0,21.0,187.0,32.6,15.0,Own 29.1,2:28,5.5,30.7,1.75,4,5,7,8,8,11,8,11,10,6.0,3,5,4,20.0,7.0,29.0,8,16,7.0,9.0,8.0,7,21,5,12,17,28,22,19,3,9.0,6,11,2,29.0,29.0,4.0,23,1,4.0,11.0,7.0
2018,1,1,Baker Mayfield,Browns,QB,234,4942,1008.0,4.9,41,13,290,312.0,574,3228,15,28,5.2,157.0,384,1714,11,4.5,97.0,110.0,924.0,36.0,186.0,22.0,21.0,Own 26.5,2:26,5.53,26.5,1.22,410,5250,1026.0,5.1,13,6,315,360.0,525,3684,28,7,6.6,189.0,467,1566,14,3.4,95.0,101.0,906.0,31.0,188.0,36.2,6.9,Own 30.5,2:47,5.6,27.8,2.0,32,24,32,28,22,9,22,28,32,30.0,28,18,19,6.0,32.0,1.0,28,28,19.0,23.0,31.0,31,14,32,23,18,8,19,26,31,26.0,28,7,22,2.0,11.0,32.0,31,23,16.0,9.0,27.0
2018,1,2,Saquon Barkley,Giants,RB,246,5028,1036.0,4.9,22,8,271,373.0,608,3479,20,14,5.4,178.0,394,1549,6,3.9,66.0,91.0,895.0,27.0,194.0,22.7,11.3,Own 26.7,2:22,5.48,25.9,1.22,388,5971,1052.0,5.7,19,6,313,347.0,561,4038,32,13,6.9,189.0,464,1933,10,4.2,101.0,115.0,923.0,23.0,197.0,35.5,9.6,Own 30.1,2:35,5.5,30.3,1.92,31,21,14,14,28,1,19,23,20,26.0,25,26,28,22.0,31.0,16.0,27,31,25.0,26.0,32.0,27,31,23,23,17,23,31,32,15,27.0,24,27,9,20.0,14.0,25.0,27,15,9.0,23.0,24.0
2018,1,3,Sam Darnold,Jets,QB,298,4884,984.0,5.0,24,12,269,323.0,510,3182,19,12,5.7,157.0,427,1702,13,4.0,77.0,119.0,1035.0,35.0,199.0,28.6,11.1,Own 27.6,2:26,5.12,24.5,1.5,382,5636,1052.0,5.4,20,9,329,329.0,558,3749,30,11,6.4,191.0,466,1887,13,4.0,88.0,114.0,981.0,50.0,192.0,33.3,10.4,Own 28.4,2:32,5.7,29.2,1.9,24,28,22,26,29,25,24,25,11,20.0,17,19,11,20.0,26.0,18.0,21,28,31.0,31.0,24.0,22,25,20,14,27,21,21,29,20,21.0,26,24,18,15.0,17.0,20.0,15,12,17.0,17.0,22.0
