Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
LB,Broncos,2004,17,381.0,5598.0,1047.0,5.3,24.0,6.0,334.0,280.0,479.0,2969.0,19.0,18.0,5.9,162.0,543.0,2629.0,20.0,4.8,133.0,107.0,922.0,39.0,183.0,36.6,12.0,Own 30.5,2:59,5.9,30.6,1.95,301.0,4433.0,910.0,4.9,20.0,11.0,241.0,265.0,495.0,2828.0,17.0,9.0,5.3,141.0,379.0,1605.0,11.0,4.2,77.0,137.0,1031.0,23.0,185.0,28.6,10.3,Own 31.1,2:16,5.1,23.8,1.46,10.0,7.0,,,7.0,2.0,6.0,,26.0,22.0,16.0,18.0,16.0,,2.0,2.0,3.0,4.0,,,,,,6.0,25.0,21.0,1.0,4.0,4.0,8.0,9.0,4.0,,,28.0,19.0,2.0,,9.0,6.0,6.0,32.0,7.0,,2.0,7.0,10.0,19.0,,,,,,22.0,29.0,14.0,3.0,3.0,6.0,10.0
DE,Saints,2004,18,340.0,5438.0,1019.0,5.3,28.0,20.0,302.0,314.0,535.0,3438.0,25.0,8.0,6.0,177.0,448.0,2000.0,11.0,4.5,100.0,103.0,878.0,25.0,186.0,31.2,14.5,Own 30.7,2:38,5.65,29.1,1.71,326.0,5234.0,997.0,5.2,27.0,13.0,298.0,264.0,485.0,2993.0,20.0,14.0,5.8,165.0,480.0,2241.0,12.0,4.7,109.0,101.0,1012.0,24.0,184.0,31.0,13.0,Own 30.8,2:36,5.6,28.3,1.63,14.0,11.0,,,13.0,32.0,13.0,,8.0,8.0,8.0,1.0,14.0,,15.0,11.0,20.0,9.0,,,,,,14.0,13.0,20.0,8.0,9.0,11.0,12.0,14.0,18.0,,,16.0,7.0,18.0,,7.0,8.0,16.0,20.0,15.0,,25.0,27.0,13.0,28.0,,,,,,13.0,19.0,11.0,17.0,24.0,22.0,14.0
 G,Dolphins,2004,19,311.0,4609.0,968.0,4.8,34.0,15.0,266.0,257.0,450.0,2792.0,17.0,19.0,5.8,145.0,487.0,1817.0,14.0,3.7,99.0,103.0,913.0,22.0,192.0,28.1,17.2,Own 32.1,2:31,5.19,23.9,1.51,261.0,4787.0,1014.0,4.7,36.0,14.0,283.0,319.0,529.0,3335.0,12.0,22.0,5.8,171.0,441.0,1452.0,11.0,3.3,82.0,98.0,766.0,30.0,194.0,25.3,17.0,Own 30.9,2:32,5.4,24.6,1.23,17.0,24.0,,,27.0,25.0,25.0,,30.0,26.0,20.0,21.0,17.0,,8.0,17.0,14.0,27.0,,,,,,17.0,5.0,13.0,20.0,28.0,26.0,16.0,3.0,10.0,,,6.0,5.0,12.0,,24.0,19.0,2.0,7.0,16.0,,11.0,5.0,10.0,2.0,,,,,,29.0,5.0,12.0,13.0,13.0,8.0,4.0
DE,Vikings,2004,20,416.0,6294.0,1055.0,6.0,24.0,11.0,336.0,333.0,520.0,3951.0,32.0,13.0,7.0,194.0,493.0,2343.0,15.0,4.8,124.0,127.0,1029.0,18.0,183.0,35.5,13.1,Own 29.9,2:52,5.91,34.3,2.09,353.0,5356.0,955.0,5.6,35.0,7.0,316.0,311.0,531.0,3477.0,17.0,28.0,6.1,186.0,387.0,1879.0,22.0,4.9,94.0,90.0,720.0,36.0,178.0,33.7,19.1,Own 32.8,2:26,5.5,30.0,1.89,6.0,1.0,,,7.0,13.0,4.0,,15.0,4.0,1.0,6.0,4.0,,7.0,4.0,12.0,6.0,,,,,,8.0,21.0,28.0,2.0,2.0,1.0,4.0,23.0,23.0,,,7.0,29.0,23.0,,25.0,26.0,6.0,2.0,23.0,,3.0,17.0,32.0,31.0,,,,,,8.0,3.0,27.0,9.0,20.0,29.0,26.0
DT,Patriots,2004,21,348.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,204.0,27.9,11.3,Own 33.3,2:29,5.27,24.6,1.47,238.0,4666.0,1060.0,4.4,41.0,12.0,293.0,328.0,618.0,3232.0,11.0,29.0,4.9,177.0,401.0,1434.0,10.0,3.6,91.0,107.0,845.0,25.0,200.0,23.0,19.5,Own 30.6,2:23,5.5,23.5,1.11,12.0,17.0,,,7.0,13.0,16.0,,6.0,9.0,11.0,6.0,13.0,,12.0,27.0,24.0,30.0,,,,,,18.0,27.0,5.0,22.0,25.0,22.0,19.0,1.0,7.0,,,2.0,13.0,17.0,,32.0,15.0,1.0,1.0,2.0,,4.0,4.0,6.0,6.0,,,,,,32.0,2.0,8.0,6.0,18.0,4.0,1.0
QB,Bills,2004,22,243.0,4348.0,980.0,4.4,34.0,17.0,268.0,293.0,502.0,2684.0,11.0,17.0,4.9,150.0,427.0,1664.0,13.0,3.9,96.0,106.0,891.0,22.0,187.0,21.9,17.6,Own 30.3,2:33,5.37,23.0,1.17,279.0,4313.0,1010.0,4.3,18.0,8.0,270.0,285.0,508.0,2707.0,18.0,10.0,5.0,153.0,464.0,1606.0,11.0,3.5,92.0,110.0,996.0,25.0,193.0,26.9,9.3,Own 33.5,2:31,5.4,22.4,1.41,30.0,30.0,,,27.0,29.0,24.0,,22.0,28.0,31.0,15.0,31.0,,20.0,21.0,16.0,23.0,,,,,,31.0,3.0,25.0,17.0,20.0,28.0,29.0,5.0,2.0,,,32.0,27.0,5.0,,13.0,2.0,9.0,30.0,3.0,,23.0,8.0,10.0,5.0,,,,,,25.0,32.0,30.0,11.0,14.0,3.0,7.0
DT,Seahawks,2004,23,404.0,5627.0,1017.0,5.5,29.0,13.0,338.0,317.0,521.0,3618.0,27.0,16.0,6.4,190.0,453.0,2009.0,17.0,4.4,121.0,91.0,777.0,27.0,185.0,36.2,13.5,Own 32.2,2:29,5.66,30.4,2.06,327.0,5239.0,1069.0,4.9,28.0,12.0,304.0,343.0,573.0,3480.0,24.0,16.0,5.7,183.0,456.0,1759.0,9.0,3.9,93.0,105.0,825.0,28.0,188.0,30.9,14.4,Own 30.6,2:42,5.9,27.7,1.63,7.0,6.0,,,17.0,22.0,3.0,,13.0,7.0,5.0,12.0,6.0,,13.0,10.0,7.0,10.0,,,,,,7.0,20.0,12.0,22.0,7.0,5.0,7.0,15.0,19.0,,,14.0,13.0,20.0,,30.0,27.0,26.0,12.0,14.0,,19.0,14.0,4.0,9.0,,,,,,14.0,14.0,8.0,27.0,30.0,18.0,15.0
RB,Rams,2004,24,447.0,5457.0,1054.0,5.2,39.0,16.0,335.0,377.0,600.0,3961.0,23.0,23.0,6.2,211.0,411.0,1496.0,19.0,3.6,97.0,92.0,667.0,27.0,197.0,41.1,16.8,Own 34.1,2:36,5.56,27.6,2.09,328.0,5052.0,964.0,5.2,46.0,22.0,272.0,296.0,510.0,3072.0,23.0,24.0,5.6,164.0,412.0,1980.0,9.0,4.8,92.0,114.0,882.0,16.0,194.0,26.3,22.2,Own 32.7,2:20,5.1,26.0,1.45,2.0,9.0,,,32.0,28.0,5.0,,2.0,3.0,11.0,31.0,11.0,,28.0,30.0,4.0,28.0,,,,,,2.0,6.0,2.0,11.0,12.0,14.0,5.0,17.0,16.0,,,1.0,1.0,7.0,,16.0,12.0,22.0,4.0,11.0,,5.0,20.0,4.0,29.0,,,,,,27.0,1.0,25.0,5.0,6.0,13.0,8.0
DB,Packers,2004,25,442.0,5798.0,999.0,5.8,32.0,11.0,315.0,310.0,473.0,3240.0,32.0,21.0,6.6,166.0,507.0,2558.0,18.0,5.0,127.0,88.0,699.0,22.0,192.0,38.0,15.6,Own 32.3,2:35,5.34,30.2,2.18,307.0,5101.0,1036.0,4.9,32.0,11.0,288.0,326.0,589.0,3400.0,18.0,21.0,5.5,172.0,413.0,1701.0,10.0,4.1,91.0,97.0,767.0,25.0,196.0,29.6,15.3,Own 32.2,2:23,5.5,26.0,1.46,4.0,4.0,,,25.0,13.0,7.0,,27.0,16.0,1.0,26.0,5.0,,5.0,3.0,5.0,2.0,,,,,,5.0,11.0,10.0,12.0,24.0,6.0,3.0,11.0,17.0,,,10.0,19.0,14.0,,31.0,23.0,9.0,8.0,10.0,,6.0,10.0,6.0,16.0,,,,,,19.0,10.0,21.0,6.0,16.0,12.0,9.0
RB,Bengals,2004,26,346.0,5329.0,1038.0,5.1,22.0,7.0,313.0,324.0,520.0,3342.0,26.0,15.0,6.0,181.0,481.0,1987.0,12.0,4.1,101.0,107.0,846.0,31.0,180.0,33.3,11.1,Own 29.0,2:45,5.91,29.6,1.84,384.0,5620.0,999.0,5.6,24.0,10.0,320.0,297.0,508.0,3402.0,23.0,14.0,6.3,177.0,461.0,2218.0,18.0,4.8,119.0,108.0,921.0,24.0,181.0,38.1,13.3,Own 32.4,2:35,5.7,30.9,2.05,13.0,13.0,,,5.0,5.0,8.0,,15.0,12.0,7.0,10.0,15.0,,10.0,13.0,19.0,14.0,,,,,,11.0,28.0,32.0,5.0,3.0,7.0,11.0,28.0,28.0,,,23.0,23.0,26.0,,13.0,24.0,22.0,20.0,27.0,,21.0,25.0,26.0,30.0,,,,,,1.0,18.0,23.0,16.0,26.0,30.0,30.0
DE,Texans,2004,27,255.0,4306.0,896.0,4.8,27.0,9.0,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,127.0,421.0,1651.0,14.0,3.9,86.0,121.0,961.0,24.0,188.0,24.5,13.8,Own 30.4,2:23,4.89,22.9,1.33,380.0,6082.0,1054.0,5.8,22.0,8.0,336.0,297.0,502.0,3712.0,22.0,14.0,7.1,179.0,533.0,2370.0,15.0,4.4,130.0,96.0,767.0,27.0,184.0,35.3,11.4,Own 29.4,2:51,5.9,32.9,1.86,28.0,31.0,,,12.0,7.0,32.0,,31.0,29.0,28.0,18.0,21.0,,22.0,23.0,14.0,21.0,,,,,,27.0,15.0,22.0,26.0,30.0,29.0,26.0,27.0,31.0,,,25.0,27.0,32.0,,11.0,31.0,21.0,20.0,32.0,,30.0,31.0,23.0,22.0,,,,,,4.0,25.0,2.0,31.0,31.0,32.0,25.0
DB,Panthers,2004,28,325.0,5141.0,1008.0,5.1,31.0,15.0,284.0,270.0,460.0,3050.0,19.0,16.0,6.3,146.0,522.0,2091.0,9.0,4.0,114.0,116.0,966.0,24.0,195.0,30.8,14.9,Own 31.7,2:33,5.36,26.3,1.5,304.0,4725.0,996.0,4.7,26.0,10.0,274.0,299.0,522.0,3003.0,19.0,16.0,5.3,161.0,434.0,1722.0,10.0,4.0,83.0,111.0,1011.0,30.0,190.0,26.3,12.6,Own 30.7,2:33,5.4,24.7,1.4,15.0,16.0,,,20.0,25.0,19.0,,28.0,18.0,16.0,12.0,9.0,,3.0,7.0,24.0,17.0,,,,,,15.0,12.0,16.0,17.0,21.0,17.0,17.0,10.0,8.0,,,18.0,23.0,8.0,,20.0,9.0,13.0,12.0,8.0,,9.0,11.0,6.0,12.0,,,,,,26.0,20.0,10.0,14.0,15.0,9.0,6.0
WR,Falcons,2004,29,299.0,4357.0,930.0,4.7,31.0,10.0,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,127.0,435.0,1949.0,17.0,4.5,99.0,90.0,790.0,26.0,201.0,24.9,12.9,Own 29.7,2:13,4.76,21.6,1.36,422.0,6108.0,1043.0,5.9,31.0,16.0,333.0,323.0,508.0,3800.0,28.0,15.0,7.0,187.0,499.0,2308.0,21.0,4.6,122.0,130.0,1001.0,24.0,203.0,33.5,14.8,Own 33.1,2:34,5.3,30.0,1.97,20.0,29.0,,,20.0,10.0,30.0,,28.0,31.0,28.0,26.0,30.0,,19.0,14.0,7.0,8.0,,,,,,26.0,22.0,30.0,32.0,32.0,32.0,23.0,30.0,32.0,,,11.0,3.0,31.0,,13.0,32.0,30.0,14.0,31.0,,27.0,29.0,30.0,27.0,,,,,,9.0,12.0,28.0,15.0,7.0,27.0,29.0
RB,Lions,2004,30,270.0,4262.0,975.0,4.4,28.0,4.0,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,152.0,376.0,1338.0,5.0,3.6,69.0,107.0,859.0,29.0,190.0,23.2,13.7,Own 32.4,2:23,5.25,22.4,1.16,379.0,5360.0,997.0,5.4,28.0,13.0,298.0,331.0,522.0,3578.0,26.0,15.0,6.5,166.0,447.0,1782.0,14.0,4.0,105.0,119.0,953.0,27.0,192.0,30.2,13.5,Own 30.4,2:38,5.3,27.9,1.76,26.0,32.0,,,13.0,1.0,31.0,,4.0,24.0,20.0,32.0,28.0,,32.0,32.0,30.0,29.0,,,,,,29.0,17.0,9.0,26.0,26.0,31.0,31.0,25.0,24.0,,,14.0,7.0,18.0,,20.0,28.0,29.0,14.0,28.0,,13.0,15.0,20.0,13.0,,,,,,16.0,16.0,6.0,22.0,10.0,20.0,23.0
WR,49ers,2004,31,384.0,5687.0,1038.0,5.5,25.0,10.0,313.0,299.0,511.0,3408.0,25.0,15.0,6.3,172.0,499.0,2279.0,16.0,4.6,118.0,104.0,807.0,23.0,194.0,35.1,12.4,Own 34.0,2:34,5.55,29.3,1.92,337.0,4928.0,976.0,5.0,37.0,14.0,292.0,310.0,514.0,3238.0,25.0,23.0,5.8,165.0,420.0,1690.0,13.0,4.0,99.0,78.0,720.0,28.0,187.0,29.4,16.6,Own 31.8,2:31,5.4,26.3,1.7,9.0,5.0,,,10.0,10.0,8.0,,19.0,10.0,8.0,10.0,7.0,,6.0,5.0,9.0,7.0,,,,,,9.0,23.0,4.0,15.0,13.0,9.0,9.0,21.0,13.0,,,4.0,5.0,16.0,,18.0,17.0,27.0,6.0,17.0,,8.0,9.0,17.0,14.0,,,,,,21.0,6.0,18.0,11.0,12.0,14.0,19.0
TE,Patriots,2004,32,348.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,204.0,27.9,11.3,Own 33.3,2:29,5.27,24.6,1.47,238.0,4666.0,1060.0,4.4,41.0,12.0,293.0,328.0,618.0,3232.0,11.0,29.0,4.9,177.0,401.0,1434.0,10.0,3.6,91.0,107.0,845.0,25.0,200.0,23.0,19.5,Own 30.6,2:23,5.5,23.5,1.11,12.0,17.0,,,7.0,13.0,16.0,,6.0,9.0,11.0,6.0,13.0,,12.0,27.0,24.0,30.0,,,,,,18.0,27.0,5.0,22.0,25.0,22.0,19.0,1.0,7.0,,,2.0,13.0,17.0,,32.0,15.0,1.0,1.0,2.0,,4.0,4.0,6.0,6.0,,,,,,32.0,2.0,8.0,6.0,18.0,4.0,1.0
QB,Bengals,2003,1,279.0,5206.0,1054.0,4.9,35.0,13.0,315.0,350.0,591.0,3476.0,17.0,22.0,5.5,186.0,426.0,1730.0,13.0,4.1,105.0,99.0,884.0,24.0,183.0,24.6,16.9,Own 28.1,2:32,5.86,28.4,1.39,456.0,5265.0,976.0,5.4,20.0,11.0,315.0,287.0,454.0,3262.0,30.0,9.0,6.8,182.0,498.0,2003.0,16.0,4.0,104.0,101.0,867.0,29.0,179.0,38.5,10.6,Own 35.5,2:47,5.6,29.3,2.18,28.0,18.0,,,25.0,15.0,14.0,,5.0,13.0,28.0,25.0,23.0,,19.0,21.0,17.0,21.0,,,,,,28.0,6.0,31.0,20.0,7.0,15.0,26.0,32.0,17.0,,,31.0,17.0,20.0,,1.0,13.0,31.0,30.0,30.0,,29.0,22.0,20.0,11.0,,,,,,2.0,30.0,31.0,29.0,20.0,23.0,31.0
WR,Lions,2003,2,306.0,4471.0,955.0,4.7,31.0,6.0,242.0,277.0,577.0,2994.0,19.0,25.0,5.0,150.0,358.0,1477.0,9.0,4.1,69.0,104.0,916.0,23.0,196.0,26.0,14.8,Own 31.7,2:08,5.02,22.8,1.35,451.0,6117.0,1119.0,5.5,24.0,14.0,360.0,371.0,591.0,4150.0,27.0,10.0,6.7,221.0,495.0,1967.0,19.0,4.0,111.0,114.0,981.0,28.0,202.0,37.1,11.4,Own 30.0,2:45,5.7,30.2,2.02,26.0,28.0,,,19.0,2.0,29.0,,9.0,25.0,20.0,31.0,29.0,,31.0,29.0,26.0,18.0,,,,,,26.0,17.0,15.0,32.0,28.0,28.0,28.0,31.0,31.0,,,26.0,9.0,31.0,,29.0,30.0,27.0,26.0,29.0,,28.0,17.0,29.0,10.0,,,,,,3.0,28.0,8.0,27.0,24.0,24.0,28.0
WR,Texans,2003,3,213.0,3572.0,947.0,3.8,29.0,14.0,208.0,235.0,447.0,2225.0,11.0,15.0,4.3,119.0,424.0,1347.0,6.0,3.2,59.0,136.0,1011.0,30.0,201.0,16.9,11.9,Own 30.6,2:14,4.83,17.6,0.85,356.0,5230.0,1056.0,5.0,21.0,11.0,291.0,281.0,512.0,3141.0,23.0,10.0,5.7,155.0,509.0,2089.0,14.0,4.1,116.0,102.0,955.0,20.0,210.0,29.0,8.6,Own 33.6,2:26,5.2,24.7,1.58,32.0,32.0,,,16.0,20.0,32.0,,32.0,32.0,32.0,12.0,32.0,,21.0,31.0,31.0,32.0,,,,,,31.0,24.0,24.0,29.0,30.0,32.0,32.0,20.0,16.0,,,30.0,17.0,11.0,,6.0,10.0,18.0,26.0,11.0,,32.0,28.0,11.0,14.0,,,,,,23.0,32.0,27.0,6.0,4.0,4.0,8.0
DT,Jets,2003,4,359.0,5036.0,917.0,5.5,19.0,9.0,300.0,329.0,485.0,3418.0,25.0,10.0,6.6,190.0,400.0,1618.0,12.0,4.0,86.0,79.0,685.0,24.0,169.0,36.1,10.7,Own 32.0,2:44,5.61,29.8,1.96,336.0,5463.0,1008.0,5.4,23.0,8.0,313.0,359.0,551.0,3490.0,17.0,15.0,6.0,178.0,427.0,1973.0,17.0,4.6,116.0,99.0,809.0,19.0,165.0,36.4,12.7,Own 30.3,3:01,6.3,33.1,1.92,15.0,22.0,,,4.0,7.0,21.0,,24.0,17.0,10.0,2.0,4.0,,27.0,22.0,18.0,23.0,,,,,,7.0,28.0,13.0,7.0,15.0,11.0,9.0,14.0,24.0,,,27.0,27.0,19.0,,19.0,21.0,5.0,20.0,22.0,,13.0,18.0,23.0,27.0,,,,,,6.0,23.0,10.0,32.0,32.0,31.0,24.0
DB,Cowboys,2003,5,217.0,4375.0,948.0,4.6,34.0,18.0,237.0,252.0,471.0,2621.0,14.0,16.0,5.0,129.0,423.0,1754.0,7.0,4.1,87.0,105.0,974.0,21.0,203.0,16.3,15.8,Own 28.0,2:14,4.78,21.5,0.9,329.0,5267.0,1079.0,4.9,30.0,11.0,291.0,334.0,574.0,3449.0,22.0,19.0,5.8,178.0,481.0,1818.0,10.0,3.8,90.0,119.0,919.0,23.0,209.0,28.2,13.9,Own 33.7,2:28,5.4,25.1,1.46,31.0,30.0,,,24.0,27.0,31.0,,28.0,31.0,31.0,17.0,30.0,,22.0,19.0,30.0,15.0,,,,,,32.0,10.0,32.0,29.0,31.0,30.0,31.0,13.0,18.0,,,11.0,17.0,11.0,,28.0,19.0,17.0,8.0,13.0,,24.0,15.0,5.0,3.0,,,,,,25.0,18.0,28.0,9.0,8.0,8.0,5.0
DT,Saints,2003,6,432.0,5205.0,1001.0,5.2,30.0,15.0,291.0,291.0,538.0,3441.0,27.0,15.0,6.0,169.0,426.0,1764.0,16.0,4.1,91.0,119.0,911.0,31.0,192.0,38.5,14.6,Own 35.6,2:25,5.41,27.0,2.05,388.0,5796.0,1071.0,5.4,38.0,18.0,327.0,343.0,593.0,3805.0,25.0,20.0,6.0,191.0,439.0,1991.0,18.0,4.5,108.0,110.0,953.0,28.0,196.0,33.7,18.4,Own 28.9,2:35,5.6,29.3,1.89,3.0,19.0,,,17.0,22.0,22.0,,21.0,16.0,3.0,12.0,15.0,,19.0,17.0,11.0,16.0,,,,,,4.0,18.0,1.0,25.0,25.0,22.0,4.0,26.0,27.0,,,3.0,4.0,27.0,,30.0,27.0,25.0,7.0,23.0,,16.0,19.0,27.0,26.0,,,,,,11.0,3.0,4.0,17.0,18.0,22.0,23.0
QB,Jaguars,2003,7,328.0,4851.0,959.0,5.1,15.0,6.0,275.0,268.0,462.0,2762.0,18.0,9.0,5.5,156.0,455.0,2089.0,19.0,4.6,105.0,89.0,685.0,14.0,178.0,31.5,7.9,Own 32.9,2:34,5.54,27.3,1.78,315.0,5335.0,1042.0,5.1,27.0,13.0,324.0,314.0,519.0,3264.0,19.0,14.0,5.9,188.0,487.0,2071.0,14.0,4.3,112.0,96.0,717.0,24.0,176.0,31.8,14.8,Own 30.6,2:51,6.1,30.3,1.7,21.0,25.0,,,1.0,2.0,25.0,,30.0,28.0,24.0,1.0,24.0,,12.0,10.0,7.0,5.0,,,,,,19.0,31.0,6.0,19.0,18.0,21.0,18.0,9.0,20.0,,,18.0,12.0,25.0,,9.0,14.0,9.0,22.0,19.0,,26.0,25.0,11.0,19.0,,,,,,16.0,13.0,11.0,30.0,29.0,25.0,17.0
 T,Panthers,2003,8,258.0,4280.0,960.0,4.5,40.0,18.0,238.0,255.0,464.0,2694.0,15.0,22.0,5.3,133.0,452.0,1586.0,11.0,3.5,82.0,94.0,785.0,23.0,211.0,19.4,17.5,Own 32.1,2:13,4.67,20.1,1.08,302.0,4646.0,1022.0,4.5,33.0,16.0,271.0,293.0,522.0,2993.0,18.0,17.0,5.2,155.0,448.0,1653.0,12.0,3.7,95.0,98.0,782.0,21.0,212.0,25.5,14.2,Own 30.7,2:19,5.0,21.8,1.33,30.0,31.0,,,29.0,27.0,30.0,,29.0,30.0,30.0,25.0,27.0,,13.0,25.0,21.0,31.0,,,,,,30.0,5.0,11.0,31.0,32.0,31.0,30.0,5.0,2.0,,,7.0,7.0,3.0,,11.0,4.0,7.0,15.0,4.0,,19.0,8.0,6.0,1.0,,,,,,30.0,17.0,12.0,2.0,1.0,2.0,3.0
DE,Vikings,2003,9,390.0,6192.0,1080.0,5.7,41.0,18.0,350.0,337.0,558.0,3685.0,19.0,23.0,6.1,191.0,473.0,2507.0,26.0,5.3,139.0,137.0,1139.0,20.0,191.0,35.6,19.9,Own 31.3,2:40,5.81,32.3,2.01,442.0,5769.0,963.0,6.0,23.0,7.0,315.0,335.0,542.0,4103.0,33.0,16.0,7.2,198.0,394.0,1666.0,15.0,4.2,83.0,100.0,824.0,34.0,187.0,36.9,12.3,Own 31.1,2:28,5.3,30.7,2.13,8.0,2.0,,,31.0,27.0,4.0,,13.0,9.0,20.0,30.0,12.0,,8.0,1.0,1.0,1.0,,,,,,11.0,2.0,16.0,12.0,9.0,6.0,7.0,30.0,26.0,,,27.0,30.0,20.0,,17.0,29.0,32.0,19.0,32.0,,6.0,10.0,17.0,17.0,,,,,,4.0,26.0,14.0,9.0,5.0,27.0,30.0
DE,Ravens,2003,10,316.0,4639.0,947.0,4.9,32.0,18.0,261.0,262.0,479.0,2847.0,20.0,14.0,5.5,145.0,427.0,1792.0,9.0,4.2,90.0,101.0,846.0,26.0,185.0,27.6,15.1,Own 30.4,2:24,5.26,24.9,1.48,354.0,5353.0,1077.0,5.0,31.0,6.0,316.0,360.0,573.0,3591.0,16.0,25.0,5.9,190.0,471.0,1762.0,17.0,3.7,95.0,104.0,874.0,31.0,191.0,32.5,15.7,Own 32.8,2:42,5.8,27.9,1.66,23.0,26.0,,,22.0,27.0,27.0,,25.0,27.0,19.0,9.0,25.0,,18.0,16.0,26.0,14.0,,,,,,24.0,15.0,26.0,26.0,27.0,26.0,24.0,19.0,22.0,,,8.0,32.0,23.0,,26.0,26.0,4.0,2.0,20.0,,22.0,13.0,23.0,2.0,,,,,,14.0,10.0,24.0,23.0,27.0,17.0,15.0
DB,Seahawks,2003,11,355.0,5818.0,1050.0,5.5,28.0,12.0,347.0,361.0,587.0,4078.0,19.0,16.0,6.6,208.0,430.0,1740.0,17.0,4.0,104.0,100.0,792.0,35.0,179.0,33.0,15.6,Own 29.0,2:38,6.03,32.4,1.79,369.0,5852.0,1083.0,5.4,30.0,11.0,356.0,321.0,555.0,3411.0,21.0,19.0,5.9,191.0,500.0,2441.0,18.0,4.9,140.0,99.0,816.0,25.0,177.0,34.5,15.8,Own 31.4,2:52,6.3,33.1,1.92,16.0,7.0,,,14.0,13.0,5.0,,7.0,3.0,20.0,17.0,6.0,,17.0,20.0,9.0,22.0,,,,,,17.0,13.0,30.0,13.0,4.0,5.0,17.0,23.0,28.0,,,11.0,17.0,30.0,,21.0,18.0,15.0,8.0,16.0,,30.0,32.0,27.0,32.0,,,,,,9.0,9.0,15.0,31.0,31.0,30.0,25.0
DT,Rams,2003,12,316.0,5559.0,1024.0,5.4,45.0,18.0,315.0,408.0,635.0,4154.0,24.0,27.0,6.1,219.0,343.0,1405.0,11.0,4.1,76.0,120.0,919.0,20.0,189.0,28.6,23.3,Own 32.0,2:36,5.57,29.4,1.6,369.0,5025.0,944.0,5.3,26.0,14.0,282.0,292.0,461.0,3209.0,15.0,12.0,6.4,148.0,445.0,1816.0,15.0,4.1,105.0,99.0,755.0,29.0,181.0,30.9,14.4,Own 29.6,2:36,5.4,27.7,1.59,23.0,13.0,,,32.0,27.0,14.0,,1.0,2.0,11.0,32.0,11.0,,32.0,30.0,21.0,20.0,,,,,,22.0,1.0,13.0,16.0,17.0,12.0,23.0,23.0,13.0,,,22.0,9.0,8.0,,2.0,12.0,2.0,24.0,26.0,,18.0,14.0,17.0,13.0,,,,,,20.0,15.0,7.0,19.0,10.0,16.0,11.0
